Date,Open,High,Low,Close,Adj Close,Volume
2020-05-18,5.630000,5.890000,5.550000,5.710000,5.710000,1323800
2020-05-19,5.730000,5.850000,5.630000,5.690000,5.690000,785200
2020-05-20,5.800000,5.980000,5.730000,5.800000,5.800000,1036900
2020-05-21,5.910000,5.930000,5.680000,5.840000,5.840000,987200
2020-05-22,5.890000,5.890000,5.680000,5.820000,5.820000,913200
2020-05-26,5.970000,6.140000,5.850000,6.110000,6.110000,1785700
2020-05-27,6.200000,6.250000,5.700000,6.250000,6.250000,2170800
2020-05-28,6.250000,6.300000,6.040000,6.060000,6.060000,1443400
2020-05-29,6.040000,6.440000,5.920000,6.420000,6.420000,1884400
2020-06-01,6.500000,6.780000,6.370000,6.620000,6.620000,2492900
2020-06-02,6.860000,6.920000,6.530000,6.860000,6.860000,3790300
2020-06-03,7.910000,9.200000,7.760000,9.050000,9.050000,18757400
2020-06-04,8.740000,9.000000,8.340000,8.630000,8.630000,5093100
2020-06-05,8.500000,9.800000,8.500000,9.530000,9.530000,6232400
2020-06-08,9.900000,10.550000,9.610000,10.510000,10.510000,4077000
2020-06-09,10.330000,10.380000,9.730000,9.950000,9.950000,3048900
2020-06-10,9.990000,10.170000,9.430000,9.500000,9.500000,2967000
2020-06-11,8.710000,8.970000,8.210000,8.620000,8.620000,3699000
2020-06-12,9.120000,9.460000,9.050000,9.380000,9.380000,2168000
2020-06-15,9.000000,9.970000,8.750000,9.890000,9.890000,2060300
2020-06-16,10.210000,10.640000,10.010000,10.420000,10.420000,3118400
2020-06-17,10.420000,10.420000,10.110000,10.220000,10.220000,1658600
2020-06-18,10.130000,10.450000,9.910000,10.110000,10.110000,2775100
2020-06-19,10.290000,10.730000,10.170000,10.380000,10.380000,2746900
2020-06-22,10.360000,11.180000,10.310000,11.040000,11.040000,2758000
2020-06-23,11.120000,11.420000,10.850000,11.270000,11.270000,2484800
2020-06-24,11.200000,11.290000,10.570000,11.010000,11.010000,2710900
2020-06-25,11.180000,11.920000,10.760000,11.750000,11.750000,3174100
2020-06-26,11.730000,12.060000,11.460000,11.810000,11.810000,4171100
2020-06-29,11.910000,11.980000,11.400000,11.870000,11.870000,2031500
2020-06-30,11.820000,12.710000,11.710000,12.570000,12.570000,3141700
2020-07-01,12.820000,12.920000,12.420000,12.680000,12.680000,2588800
2020-07-02,12.850000,13.310000,12.660000,12.910000,12.910000,2021400
2020-07-06,13.410000,13.960000,13.120000,13.430000,13.430000,3119700
2020-07-07,13.010000,13.090000,12.160000,12.740000,12.740000,2625200
2020-07-08,12.780000,13.000000,12.190000,12.800000,12.800000,2528600
2020-07-09,12.850000,13.220000,12.690000,12.860000,12.860000,1499200
2020-07-10,12.790000,13.240000,12.700000,13.220000,13.220000,1330500
2020-07-13,13.680000,13.680000,12.220000,12.240000,12.240000,2855300
2020-07-14,12.270000,12.670000,11.760000,12.660000,12.660000,2297600
2020-07-15,13.090000,13.100000,12.500000,12.930000,12.930000,1279800
